"","School.Name","CONTENT_AREA","CATEGORY","TYPE","GRADE_SUBJECT","YEAR","ACCOUNTABLE","PARTICIPANT","REPORTABLE","LEVEL_NOT_DETERMINED","LEVEL_NOT_DETERMINED_PCT","BELOW_BASIC","BELOW_BASIC_PCT","BASIC","BASIC_PCT","PROFICIENT","PROFICIENT_PCT","ADVANCED","ADVANCED_PCT","MAP_INDEX","MEAN_SCALE_SCORE","MEDIAN_TERRANOVA"
"122","COLE ELEM.  (4400)","Mathematics","Total","Total","Sixth Grade",2015,28,NA,28,NA,NA,19,67.9,NA,17.9,NA,14.3,NA,NA,NA,2460.2,"--"
"123","COLE ELEM.  (4400)","Mathematics","Total","Total","Seventh Grade",2015,47,NA,47,NA,NA,33,70.2,14,29.8,NA,NA,NA,NA,NA,2430.2,"--"
"124","COLE ELEM.  (4400)","Mathematics","Total","Total","Eighth Grade",2015,38,NA,38,NA,NA,27,71.1,NA,21.1,NA,5.3,NA,NA,NA,2468.2,"--"
"125","COLE ELEM.  (4400)","Science","Total","Total","Fifth Grade",2015,29,NA,29,NA,NA,14,48.3,10,34.5,NA,10.3,NA,6.9,NA,626.5,"--"
"126","COLE ELEM.  (4400)","Science","Total","Total","Eighth Grade",2015,38,NA,38,NA,NA,20,52.6,11,28.9,NA,15.8,NA,NA,NA,662.7,"--"
"127","COLUMBIA ELEM. COMM. ED. CTR.  (4420)","Eng. Language Arts","Total","Total","Third Grade",2015,31,NA,31,NA,NA,15,48.4,NA,25.8,NA,16.1,NA,9.7,NA,2370.1,"--"
"128","COLUMBIA ELEM. COMM. ED. CTR.  (4420)","Eng. Language Arts","Total","Total","Fourth Grade",2015,20,NA,20,NA,NA,17,85,NA,15,NA,NA,NA,NA,NA,2348.7,"--"
"129","COLUMBIA ELEM. COMM. ED. CTR.  (4420)","Eng. Language Arts","Total","Total","Fifth Grade",2015,23,NA,23,NA,NA,19,82.6,NA,17.4,NA,NA,NA,NA,NA,2381,"--"
"130","COLUMBIA ELEM. COMM. ED. CTR.  (4420)","Eng. Language Arts","Total","Total","Sixth Grade",2015,22,NA,22,NA,NA,NA,40.9,NA,40.9,NA,NA,NA,13.6,NA,2472.4,"--"
"131","COLUMBIA ELEM. COMM. ED. CTR.  (4420)","Mathematics","Total","Total","Third Grade",2015,31,NA,31,NA,NA,21,67.7,NA,16.1,NA,12.9,NA,NA,NA,2366,"--"
"132","COLUMBIA ELEM. COMM. ED. CTR.  (4420)","Mathematics","Total","Total","Fourth Grade",2015,20,NA,20,NA,NA,16,80,NA,20,NA,NA,NA,NA,NA,2358.5,"--"
"133","COLUMBIA ELEM. COMM. ED. CTR.  (4420)","Mathematics","Total","Total","Fifth Grade",2015,23,NA,23,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2382.9,"--"
"134","COLUMBIA ELEM. COMM. ED. CTR.  (4420)","Mathematics","Total","Total","Sixth Grade",2015,22,NA,22,NA,NA,13,59.1,NA,36.4,NA,NA,NA,NA,NA,2429.2,"--"
"135","COLUMBIA ELEM. COMM. ED. CTR.  (4420)","Science","Total","Total","Fifth Grade",2015,23,NA,23,NA,NA,17,73.9,NA,26.1,NA,NA,NA,NA,NA,607.5,"--"
"136","COMPTON-DREW ILC MIDDLE  (3390)","Eng. Language Arts","Total","Total","Sixth Grade",2015,149,NA,149,NA,NA,63,42.3,46,30.9,29,19.5,11,7.4,NA,2477.8,"--"
"137","COMPTON-DREW ILC MIDDLE  (3390)","Eng. Language Arts","Total","Total","Seventh Grade",2015,168,NA,168,NA,NA,50,29.8,55,32.7,51,30.4,12,7.1,NA,2517.6,"--"
"138","COMPTON-DREW ILC MIDDLE  (3390)","Eng. Language Arts","Total","Total","Eighth Grade",2015,175,NA,175,NA,NA,32,18.3,53,30.3,76,43.4,14,8,NA,2559.8,"--"
"139","COMPTON-DREW ILC MIDDLE  (3390)","Mathematics","Total","Total","Sixth Grade",2015,149,NA,149,NA,NA,88,59.1,49,32.9,11,7.4,NA,NA,NA,2459.5,"--"
"140","COMPTON-DREW ILC MIDDLE  (3390)","Mathematics","Total","Total","Seventh Grade",2015,168,NA,168,NA,NA,84,50,64,38.1,15,8.9,NA,NA,NA,2477.2,"--"
"141","COMPTON-DREW ILC MIDDLE  (3390)","Mathematics","Total","Total","Eighth Grade",2015,146,NA,146,NA,NA,96,65.8,37,25.3,12,8.2,NA,NA,NA,2479.6,"--"
"142","COMPTON-DREW ILC MIDDLE  (3390)","Science","Total","Total","Eighth Grade",2015,175,NA,175,NA,NA,53,30.3,75,42.9,39,22.3,NA,NA,NA,681.3,"--"
"143","COTE BRILLIANTE ELEM.  (4440)","Eng. Language Arts","Total","Total","Third Grade",2015,33,NA,33,NA,NA,23,69.7,NA,27.3,NA,NA,NA,NA,NA,2334.1,"--"
"144","COTE BRILLIANTE ELEM.  (4440)","Eng. Language Arts","Total","Total","Fourth Grade",2015,27,NA,27,NA,NA,18,66.7,NA,18.5,NA,14.8,NA,NA,NA,2385.8,"--"
"145","COTE BRILLIANTE ELEM.  (4440)","Eng. Language Arts","Total","Total","Fifth Grade",2015,24,NA,24,NA,NA,17,70.8,NA,20.8,NA,8.3,NA,NA,NA,2418,"--"
"146","COTE BRILLIANTE ELEM.  (4440)","Eng. Language Arts","Total","Total","Sixth Grade",2015,19,NA,19,NA,NA,NA,26.3,NA,21.1,NA,36.8,NA,15.8,NA,2521.2,"--"
"147","COTE BRILLIANTE ELEM.  (4440)","Mathematics","Total","Total","Third Grade",2015,33,NA,33,NA,NA,20,60.6,12,36.4,NA,NA,NA,NA,NA,2354.6,"--"
"148","COTE BRILLIANTE ELEM.  (4440)","Mathematics","Total","Total","Fourth Grade",2015,27,NA,27,NA,NA,15,55.6,NA,18.5,NA,25.9,NA,NA,NA,2405.9,"--"
"149","COTE BRILLIANTE ELEM.  (4440)","Mathematics","Total","Total","Fifth Grade",2015,24,NA,24,NA,NA,16,66.7,NA,33.3,NA,NA,NA,NA,NA,2424.5,"--"
"150","COTE BRILLIANTE ELEM.  (4440)","Mathematics","Total","Total","Sixth Grade",2015,19,NA,19,NA,NA,NA,31.6,NA,31.6,NA,26.3,NA,10.5,NA,2499.6,"--"
"151","COTE BRILLIANTE ELEM.  (4440)","Science","Total","Total","Fifth Grade",2015,24,NA,24,NA,NA,NA,33.3,15,62.5,NA,NA,NA,NA,NA,633,"--"
"152","DEWEY SCH.-INTERNAT'L. STUDIES  (4470)","Eng. Language Arts","Total","Total","Third Grade",2015,56,NA,56,NA,NA,19,33.9,19,33.9,NA,16.1,NA,16.1,NA,2401.2,"--"
"153","DEWEY SCH.-INTERNAT'L. STUDIES  (4470)","Eng. Language Arts","Total","Total","Fourth Grade",2015,65,NA,65,NA,NA,19,29.2,16,24.6,18,27.7,12,18.5,NA,2457.5,"--"
"154","DEWEY SCH.-INTERNAT'L. STUDIES  (4470)","Eng. Language Arts","Total","Total","Fifth Grade",2015,70,NA,70,NA,NA,13,18.6,19,27.1,28,40,10,14.3,NA,2508.9,"--"
"155","DEWEY SCH.-INTERNAT'L. STUDIES  (4470)","Mathematics","Total","Total","Third Grade",2015,56,NA,56,NA,NA,18,32.1,24,42.9,NA,12.5,NA,12.5,NA,2409.1,"--"
"156","DEWEY SCH.-INTERNAT'L. STUDIES  (4470)","Mathematics","Total","Total","Fourth Grade",2015,65,NA,65,NA,NA,NA,13.8,34,52.3,18,27.7,NA,6.2,NA,2463.2,"--"
"157","DEWEY SCH.-INTERNAT'L. STUDIES  (4470)","Mathematics","Total","Total","Fifth Grade",2015,70,NA,70,NA,NA,18,25.7,32,45.7,10,14.3,10,14.3,NA,2491.6,"--"
"158","DEWEY SCH.-INTERNAT'L. STUDIES  (4470)","Science","Total","Total","Fifth Grade",2015,70,NA,70,NA,NA,NA,7.1,39,55.7,15,21.4,11,15.7,NA,663.9,"--"
"159","DUNBAR AND BR.  (4480)","Eng. Language Arts","Total","Total","Third Grade",2015,32,NA,32,NA,NA,16,50,10,31.3,NA,9.4,NA,9.4,NA,2354.2,"--"
"160","DUNBAR AND BR.  (4480)","Eng. Language Arts","Total","Total","Fourth Grade",2015,28,NA,28,NA,NA,NA,32.1,NA,28.6,10,35.7,NA,NA,NA,2420.3,"--"
"161","DUNBAR AND BR.  (4480)","Eng. Language Arts","Total","Total","Fifth Grade",2015,25,NA,25,NA,NA,16,64,NA,12,NA,24,NA,NA,NA,2432.6,"--"
"162","DUNBAR AND BR.  (4480)","Eng. Language Arts","Total","Total","Sixth Grade",2015,10,NA,10,NA,NA,NA,70,NA,30,NA,NA,NA,NA,NA,2407.7,"--"
"163","DUNBAR AND BR.  (4480)","Mathematics","Total","Total","Third Grade",2015,32,NA,32,NA,NA,14,43.8,11,34.4,NA,18.8,NA,NA,NA,2382.8,"--"
"164","DUNBAR AND BR.  (4480)","Mathematics","Total","Total","Fourth Grade",2015,28,NA,28,NA,NA,NA,25,15,53.6,NA,21.4,NA,NA,NA,2426,"--"
"165","DUNBAR AND BR.  (4480)","Mathematics","Total","Total","Fifth Grade",2015,25,NA,25,NA,NA,14,56,NA,28,NA,12,NA,NA,NA,2439.2,"--"
"166","DUNBAR AND BR.  (4480)","Mathematics","Total","Total","Sixth Grade",2015,10,NA,10,NA,NA,NA,80,NA,10,NA,10,NA,NA,NA,2408.1,"--"
"167","DUNBAR AND BR.  (4480)","Science","Total","Total","Fifth Grade",2015,25,NA,25,NA,NA,11,44,12,48,NA,8,NA,NA,NA,624,"--"
"168","EARL NANCE  SR. ELEM.  (5610)","Eng. Language Arts","Total","Total","Third Grade",2015,60,NA,60,NA,NA,34,56.7,17,28.3,NA,10,NA,5,NA,2364.1,"--"
"169","EARL NANCE  SR. ELEM.  (5610)","Eng. Language Arts","Total","Total","Fourth Grade",2015,44,NA,44,NA,NA,29,65.9,NA,13.6,NA,18.2,NA,NA,NA,2383.7,"--"
"170","EARL NANCE  SR. ELEM.  (5610)","Eng. Language Arts","Total","Total","Fifth Grade",2015,32,NA,32,NA,NA,21,65.6,NA,28.1,NA,6.3,NA,NA,NA,2398.6,"--"
"171","EARL NANCE  SR. ELEM.  (5610)","Eng. Language Arts","Total","Total","Sixth Grade",2015,42,NA,42,NA,NA,19,45.2,10,23.8,11,26.2,NA,NA,NA,2470.3,"--"
"172","EARL NANCE  SR. ELEM.  (5610)","Mathematics","Total","Total","Third Grade",2015,60,NA,60,NA,NA,35,58.3,13,21.7,10,16.7,NA,NA,NA,2373.9,"--"
"173","EARL NANCE  SR. ELEM.  (5610)","Mathematics","Total","Total","Fourth Grade",2015,44,NA,44,NA,NA,26,59.1,16,36.4,NA,NA,NA,NA,NA,2399.8,"--"
"174","EARL NANCE  SR. ELEM.  (5610)","Mathematics","Total","Total","Fifth Grade",2015,32,NA,32,NA,NA,26,81.3,NA,15.6,NA,NA,NA,NA,NA,2403.3,"--"
"175","EARL NANCE  SR. ELEM.  (5610)","Mathematics","Total","Total","Sixth Grade",2015,42,NA,42,NA,NA,30,71.4,10,23.8,NA,NA,NA,NA,NA,2412.6,"--"
"176","EARL NANCE  SR. ELEM.  (5610)","Science","Total","Total","Fifth Grade",2015,32,NA,32,NA,NA,22,68.8,NA,25,NA,6.3,NA,NA,NA,606,"--"
"177","FANNING MIDDLE COMMUNITY ED.  (3140)","Eng. Language Arts","Total","Total","Sixth Grade",2015,81,NA,72,NA,11.1,45,62.5,17,23.6,10,13.9,NA,NA,NA,2433.9,"--"
"178","FANNING MIDDLE COMMUNITY ED.  (3140)","Eng. Language Arts","Total","Total","Seventh Grade",2015,190,NA,178,12,6.3,88,49.4,38,21.3,42,23.6,10,5.6,NA,2487.2,"--"
"179","FANNING MIDDLE COMMUNITY ED.  (3140)","Eng. Language Arts","Total","Total","Eighth Grade",2015,164,NA,159,NA,NA,107,67.3,34,21.4,16,10.1,NA,NA,NA,2466,"--"
"180","FANNING MIDDLE COMMUNITY ED.  (3140)","Mathematics","Total","Total","Sixth Grade",2015,80,NA,80,NA,NA,62,77.5,14,17.5,NA,NA,NA,NA,NA,2404.2,"--"
"181","FANNING MIDDLE COMMUNITY ED.  (3140)","Mathematics","Total","Total","Seventh Grade",2015,189,NA,189,NA,NA,136,72,44,23.3,NA,NA,NA,NA,NA,2422.6,"--"
"182","FANNING MIDDLE COMMUNITY ED.  (3140)","Mathematics","Total","Total","Eighth Grade",2015,165,NA,165,NA,NA,140,84.8,16,9.7,NA,NA,NA,NA,NA,2420.7,"--"
"183","FANNING MIDDLE COMMUNITY ED.  (3140)","Science","Total","Total","Eighth Grade",2015,165,NA,165,NA,NA,119,72.1,34,20.6,NA,5.5,NA,NA,NA,645.6,"--"
"184","FARRAGUT ELEM.  (4580)","Eng. Language Arts","Total","Total","Third Grade",2015,22,NA,22,NA,NA,15,68.2,NA,27.3,NA,NA,NA,NA,NA,2349.2,"--"
"185","FARRAGUT ELEM.  (4580)","Eng. Language Arts","Total","Total","Fourth Grade",2015,18,NA,18,NA,NA,10,55.6,NA,16.7,NA,22.2,NA,5.6,NA,2412.6,"--"
"186","FARRAGUT ELEM.  (4580)","Eng. Language Arts","Total","Total","Fifth Grade",2015,22,NA,22,NA,NA,NA,31.8,NA,NA,13,59.1,NA,NA,NA,2490.3,"--"
"187","FARRAGUT ELEM.  (4580)","Eng. Language Arts","Total","Total","Sixth Grade",2015,21,NA,21,NA,NA,10,47.6,NA,23.8,NA,19,NA,9.5,NA,2472.9,"--"
"188","FARRAGUT ELEM.  (4580)","Mathematics","Total","Total","Third Grade",2015,22,NA,22,NA,NA,12,54.5,NA,9.1,NA,22.7,NA,13.6,NA,2382.4,"--"
"189","FARRAGUT ELEM.  (4580)","Mathematics","Total","Total","Fourth Grade",2015,18,NA,18,NA,NA,NA,5.6,NA,44.4,NA,33.3,NA,16.7,NA,2484.9,"--"
"190","FARRAGUT ELEM.  (4580)","Mathematics","Total","Total","Fifth Grade",2015,22,NA,22,NA,NA,NA,13.6,NA,22.7,13,59.1,NA,NA,NA,2539.3,"--"
"191","FARRAGUT ELEM.  (4580)","Mathematics","Total","Total","Sixth Grade",2015,21,NA,21,NA,NA,NA,19,NA,28.6,NA,19,NA,33.3,NA,2560.3,"--"
"192","FARRAGUT ELEM.  (4580)","Science","Total","Total","Fifth Grade",2015,22,NA,22,NA,NA,NA,22.7,12,54.5,NA,22.7,NA,NA,NA,645.6,"--"
"193","FORD-FORD BR. ELEM. COMM. ED.  (4630)","Eng. Language Arts","Total","Total","Third Grade",2015,40,NA,40,NA,NA,24,60,NA,22.5,NA,12.5,NA,5,NA,2364.4,"--"
"194","FORD-FORD BR. ELEM. COMM. ED.  (4630)","Eng. Language Arts","Total","Total","Fourth Grade",2015,28,NA,28,NA,NA,17,60.7,NA,14.3,NA,25,NA,NA,NA,2393.9,"--"
"195","FORD-FORD BR. ELEM. COMM. ED.  (4630)","Eng. Language Arts","Total","Total","Fifth Grade",2015,28,NA,28,NA,NA,13,46.4,NA,32.1,NA,21.4,NA,NA,NA,2441.2,"--"
"196","FORD-FORD BR. ELEM. COMM. ED.  (4630)","Eng. Language Arts","Total","Total","Sixth Grade",2015,34,NA,33,NA,NA,15,45.5,14,42.4,NA,9.1,NA,NA,NA,2452.6,"--"
"197","FORD-FORD BR. ELEM. COMM. ED.  (4630)","Mathematics","Total","Total","Third Grade",2015,40,NA,40,NA,NA,22,55,11,27.5,NA,15,NA,NA,NA,2360.5,"--"
"198","FORD-FORD BR. ELEM. COMM. ED.  (4630)","Mathematics","Total","Total","Fourth Grade",2015,27,NA,27,NA,NA,12,44.4,10,37,NA,18.5,NA,NA,NA,2405.8,"--"
"199","FORD-FORD BR. ELEM. COMM. ED.  (4630)","Mathematics","Total","Total","Fifth Grade",2015,28,NA,28,NA,NA,17,60.7,NA,25,NA,14.3,NA,NA,NA,2446.4,"--"
"200","FORD-FORD BR. ELEM. COMM. ED.  (4630)","Mathematics","Total","Total","Sixth Grade",2015,34,NA,34,NA,NA,30,88.2,NA,11.8,NA,NA,NA,NA,NA,2388.4,"--"
"201","FORD-FORD BR. ELEM. COMM. ED.  (4630)","Science","Total","Total","Fifth Grade",2015,28,NA,28,NA,NA,10,35.7,14,50,NA,14.3,NA,NA,NA,637,"--"
"202","FROEBEL ELEM.  (4660)","Eng. Language Arts","Total","Total","Third Grade",2015,58,NA,55,NA,5.2,24,43.6,15,27.3,13,23.6,NA,5.5,NA,2380.7,"--"
"203","FROEBEL ELEM.  (4660)","Eng. Language Arts","Total","Total","Fourth Grade",2015,57,NA,56,NA,NA,32,57.1,11,19.6,11,19.6,NA,NA,NA,2397.7,"--"
"204","FROEBEL ELEM.  (4660)","Eng. Language Arts","Total","Total","Fifth Grade",2015,49,NA,44,NA,10.2,25,56.8,NA,20.5,10,22.7,NA,NA,NA,2434.2,"--"
"205","FROEBEL ELEM.  (4660)","Mathematics","Total","Total","Third Grade",2015,58,NA,58,NA,NA,26,44.8,16,27.6,16,27.6,NA,NA,NA,2387.9,"--"
"206","FROEBEL ELEM.  (4660)","Mathematics","Total","Total","Fourth Grade",2015,57,NA,57,NA,NA,23,40.4,25,43.9,NA,15.8,NA,NA,NA,2421.8,"--"
"207","FROEBEL ELEM.  (4660)","Mathematics","Total","Total","Fifth Grade",2015,49,NA,49,NA,NA,26,53.1,15,30.6,NA,8.2,NA,8.2,NA,2450.1,"--"
"208","FROEBEL ELEM.  (4660)","Science","Total","Total","Fifth Grade",2015,50,NA,50,NA,NA,24,48,16,32,NA,14,NA,6,NA,624.9,"--"
"209","GATEWAY ELEM.  (4730)","Eng. Language Arts","Total","Total","Third Grade",2015,89,NA,89,NA,NA,34,38.2,30,33.7,14,15.7,11,12.4,NA,2394.8,"--"
"210","GATEWAY ELEM.  (4730)","Eng. Language Arts","Total","Total","Fourth Grade",2015,87,NA,87,NA,NA,26,29.9,19,21.8,28,32.2,14,16.1,NA,2456.6,"--"
"211","GATEWAY ELEM.  (4730)","Eng. Language Arts","Total","Total","Fifth Grade",2015,89,NA,89,NA,NA,23,25.8,24,27,31,34.8,11,12.4,NA,2489.4,"--"
"212","GATEWAY ELEM.  (4730)","Mathematics","Total","Total","Third Grade",2015,89,NA,89,NA,NA,34,38.2,33,37.1,19,21.3,NA,NA,NA,2385.8,"--"
"213","GATEWAY ELEM.  (4730)","Mathematics","Total","Total","Fourth Grade",2015,87,NA,87,NA,NA,23,26.4,33,37.9,25,28.7,NA,6.9,NA,2455.4,"--"
"214","GATEWAY ELEM.  (4730)","Mathematics","Total","Total","Fifth Grade",2015,89,NA,89,NA,NA,24,27,32,36,19,21.3,14,15.7,NA,2504.8,"--"
"215","GATEWAY ELEM.  (4730)","Science","Total","Total","Fifth Grade",2015,89,NA,89,NA,NA,23,25.8,41,46.1,19,21.3,NA,6.7,NA,647.7,"--"
"216","GATEWAY HIGH  (1220)","Eng. Language Arts","Total","Total","Eleventh Grade",2015,11,NA,11,NA,NA,NA,9.1,NA,NA,NA,27.3,NA,63.6,NA,0,"--"
"217","GATEWAY HIGH  (1220)","Mathematics","Total","Total","Eleventh Grade",2015,11,NA,11,NA,NA,NA,9.1,NA,27.3,NA,63.6,NA,NA,NA,0,"--"
"218","GATEWAY HIGH  (1220)","Science","Total","Total","Eleventh Grade",2015,11,NA,11,NA,NA,NA,NA,NA,NA,NA,18.2,NA,81.8,NA,0,"--"
"219","GATEWAY MIDDLE  (3230)","Eng. Language Arts","Total","Total","Sixth Grade",2015,168,NA,168,NA,NA,71,42.3,57,33.9,35,20.8,NA,NA,NA,2464.9,"--"
"220","GATEWAY MIDDLE  (3230)","Eng. Language Arts","Total","Total","Seventh Grade",2015,190,NA,190,NA,NA,83,43.7,58,30.5,41,21.6,NA,NA,NA,2494.6,"--"
"221","GATEWAY MIDDLE  (3230)","Eng. Language Arts","Total","Total","Eighth Grade",2015,193,NA,193,NA,NA,73,37.8,62,32.1,46,23.8,12,6.2,NA,2519.5,"--"
"222","GATEWAY MIDDLE  (3230)","Mathematics","Total","Total","Sixth Grade",2015,168,NA,168,NA,NA,101,60.1,53,31.5,14,8.3,NA,NA,NA,2441,"--"
"223","GATEWAY MIDDLE  (3230)","Mathematics","Total","Total","Seventh Grade",2015,189,NA,189,NA,NA,137,72.5,41,21.7,NA,NA,NA,NA,NA,2443,"--"
"224","GATEWAY MIDDLE  (3230)","Mathematics","Total","Total","Eighth Grade",2015,179,NA,179,NA,NA,120,67,43,24,14,7.8,NA,NA,NA,2466.2,"--"
"225","GATEWAY MIDDLE  (3230)","Science","Total","Total","Eighth Grade",2015,193,NA,193,NA,NA,111,57.5,57,29.5,19,9.8,NA,NA,NA,662.9,"--"
"226","GRISCOM JUVENILE DETENTION CTR  (1015)","Eng. Language Arts","Total","Total","Sixth Grade",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2390,"--"
"227","GRISCOM JUVENILE DETENTION CTR  (1015)","Eng. Language Arts","Total","Total","Seventh Grade",2015,NA,NA,NA,NA,NA,NA,50,NA,50,NA,NA,NA,NA,NA,2403.5,"--"
"228","GRISCOM JUVENILE DETENTION CTR  (1015)","Eng. Language Arts","Total","Total","Eighth Grade",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2377.7,"--"
"229","GRISCOM JUVENILE DETENTION CTR  (1015)","Mathematics","Total","Total","Sixth Grade",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2351,"--"
"230","GRISCOM JUVENILE DETENTION CTR  (1015)","Mathematics","Total","Total","Seventh Grade",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2423,"--"
"231","GRISCOM JUVENILE DETENTION CTR  (1015)","Mathematics","Total","Total","Eighth Grade",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333.3,"--"
"232","GRISCOM JUVENILE DETENTION CTR  (1015)","Science","Total","Total","Eighth Grade",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645.8,"--"
"233","HAMILTON ELEM. COMMUNITY ED.  (4780)","Eng. Language Arts","Total","Total","Third Grade",2015,49,NA,47,NA,NA,25,53.2,14,29.8,NA,10.6,NA,6.4,NA,2355.8,"--"
"234","HAMILTON ELEM. COMMUNITY ED.  (4780)","Eng. Language Arts","Total","Total","Fourth Grade",2015,52,NA,50,NA,NA,27,54,NA,16,12,24,NA,6,NA,2418.3,"--"
"235","HAMILTON ELEM. COMMUNITY ED.  (4780)","Eng. Language Arts","Total","Total","Fifth Grade",2015,44,NA,40,NA,9.1,27,67.5,NA,17.5,NA,12.5,NA,NA,NA,2417.5,"--"
"236","HAMILTON ELEM. COMMUNITY ED.  (4780)","Mathematics","Total","Total","Third Grade",2015,49,NA,49,NA,NA,27,55.1,14,28.6,NA,10.2,NA,6.1,NA,2358.7,"--"
"237","HAMILTON ELEM. COMMUNITY ED.  (4780)","Mathematics","Total","Total","Fourth Grade",2015,52,NA,52,NA,NA,22,42.3,24,46.2,NA,5.8,NA,5.8,NA,2418.8,"--"
"238","HAMILTON ELEM. COMMUNITY ED.  (4780)","Mathematics","Total","Total","Fifth Grade",2015,44,NA,44,NA,NA,26,59.1,14,31.8,NA,NA,NA,NA,NA,2437.3,"--"
"239","HAMILTON ELEM. COMMUNITY ED.  (4780)","Science","Total","Total","Fifth Grade",2015,44,NA,44,NA,NA,17,38.6,22,50,NA,6.8,NA,NA,NA,628.8,"--"
"240","HENRY ELEM.  (4880)","Eng. Language Arts","Total","Total","Third Grade",2015,28,NA,28,NA,NA,19,67.9,NA,10.7,NA,7.1,NA,14.3,NA,2354.9,"--"
"241","HENRY ELEM.  (4880)","Eng. Language Arts","Total","Total","Fourth Grade",2015,38,NA,38,NA,NA,27,71.1,NA,18.4,NA,10.5,NA,NA,NA,2384.3,"--"
